il,fiyat(TRY),marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,cekisTipi,takasUygunluk,saticiTuru,hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı,fiyat_temiz,km_temiz,yil_temiz,motor_gucu_temiz,motor_hacmi_temiz,arac_yasi,km_per_yas,hasar_skoru,log_fiyat,marka_populerlik,marka_populerlik_log
İstanbul,1.225.000 TL,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,114.000 km,2017.0,Yarı Otomatik,Benzin,Hatchback/5,Siyah,Önden Çekiş,Takasa Uygun Değil,Sahibinden,tutarı belirtilmemiş,11,0,1,1,0,1225000,114000.0,2017.0,116.0,999.0,7.0,16285.714285714286,5.0,14.018452218287162,495,6.206575926724928
Adana,1.030.000 TL,Audi,A3,A3 Sedan 1.2 TFSI Attraction,93.000 km,2015.0,Düz,Benzin,Sedan,Beyaz,Önden Çekiş,Takasa Uygun Değil,Sahibinden,tutarı yok,0,1,0,0,12,1030000,93000.0,2015.0,110.0,1197.0,9.0,10333.333333333334,1.0,13.845070331079134,495,6.206575926724928
İstanbul,910.000 TL,Audi,A3,A3 Sportback 1.4 TFSI Attraction,96.200 km,2014.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,Takasa Uygun Değil,Yetkili Bayiden,tutarı belirtilmemiş,0,0,0,0,13,910000,96200.0,2014.0,150.0,1395.0,10.0,9620.0,0.0,13.721200977393528,495,6.206575926724928
Hatay,3.175.000 TL,Audi,A5,A5 Sportback 40 TDI Quattro S Line,63.515 km,2020.0,Otomatik,Dizel,Hatchback/5,Siyah,4WD (Sürekli),Takasa Uygun Değil,Bilinmiyor,tutarı yok,11,0,2,0,0,3175000,63515.0,2020.0,213.0,1900.5,4.0,15878.75,4.0,14.97081850526951,495,6.206575926724928
İstanbul,868.950 TL,Audi,A3,A3 Sportback 1.6 TDI Attraction,160.000 km,2013.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,Takasa Uygun Değil,Galeriden,33.689,8,1,2,2,0,868950,160000.0,2013.0,105.0,1598.0,11.0,14545.454545454546,11.0,13.675042016006419,495,6.206575926724928
Konya,420.000 TL,Audi,A6,A6 Sedan 1.8 T Advance,342.000 km,2000.0,Otomatik,LPG & Benzin,Sedan,Lacivert,Önden Çekiş,Takasa Uygun Değil,Sahibinden,tutarı yok,0,0,0,0,13,420000,342000.0,2000.0,150.0,1781.0,24.0,14250.0,0.0,12.948012371209098,495,6.206575926724928
Ankara,850.000 TL,Audi,A4,A4 Cabrio 1.8 T,290.000 km,2005.0,Otomatik,LPG & Benzin,Bilinmiyor,Gri (Gümüş),Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,0,0,0,0,13,850000,290000.0,2005.0,163.0,1781.0,19.0,15263.157894736842,0.0,13.652992804936396,495,6.206575926724928
Tekirdağ,750.000 TL,Audi,A4,A4 Sedan 1.8 TFSI,280.000 km,2010.0,Otomatik,Benzin,Sedan,Beyaz,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,1,0,9,3,0,750000,280000.0,2010.0,120.0,1798.0,14.0,20000.0,27.0,13.527829818844937,495,6.206575926724928
Ankara,385.000 TL,Audi,A4,A4 Sedan 1.6,50.000 km,2004.0,Düz,LPG & Benzin,Sedan,Lacivert,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bu araç ağır hasar kayııdır.,0,0,13,0,0,385000,50000.0,2004.0,102.0,1595.0,20.0,2500.0,26.0,12.861001210669146,495,6.206575926724928
Bursa,315.000 TL,Audi,A4,A4 Sedan 1.6,345.000 km,2000.0,Otomatik,Benzin,Sedan,Gri,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,315000,345000.0,2000.0,101.0,1595.0,24.0,14375.0,0.0,12.660331092405906,495,6.206575926724928
Antalya,430.000 TL,Audi,A3,A3 Sportback 1.4 TFSI Ambition,241.000 km,2008.0,Düz,Benzin,Hatchback/3,Beyaz,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,2,2,9,430000,241000.0,2008.0,125.0,1390.0,16.0,15062.5,10.0,12.971542813248437,495,6.206575926724928
Gaziantep,1.365.000 TL,Audi,A6,A6 Sedan 2.0 TDI,285.000 km,2013.0,Otomatik,Dizel,Sedan,Lacivert,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,13,0,0,0,0,1365000,285000.0,2013.0,177.0,1968.0,11.0,25909.090909090908,0.0,14.126665719201661,495,6.206575926724928
Eskişehir,1.190.000 TL,Audi,A3,A3 Sedan 1.6 TDI Design Line,182.000 km,2017.0,Yarı Otomatik,Dizel,Sedan,Beyaz,Önden Çekiş,Bilinmiyor,Bilinmiyor,9.000,0,4,0,0,9,1190000,182000.0,2017.0,100.0,1499.0,7.0,26000.0,4.0,13.989464705423494,495,6.206575926724928
Ankara,1.100.000 TL,Audi,A6,A6 Sedan 2.0 TDI,405.000 km,2013.0,Otomatik,Dizel,Sedan,Siyah,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,6,3,4,1100000,405000.0,2013.0,177.0,1968.0,11.0,36818.181818181816,21.0,13.910821646859095,495,6.206575926724928
Antalya,1.320.000 TL,Audi,A3,A3 Sportback 1.6 TDI Design Line,79.544 km,2016.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,Takasa Uygun Değil,Sahibinden,23.460,13,0,0,0,0,1320000,79544.0,2016.0,110.0,1598.0,8.0,9943.0,0.0,14.093143052138025,495,6.206575926724928
Diyarbakır,1.275.000 TL,Audi,A3,A3 Sportback 1.6 TDI Dynamic,86.000 km,2017.0,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),Önden Çekiş,Takasa Uygun Değil,Sahibinden,6.500,0,4,0,0,9,1275000,86000.0,2017.0,110.0,1598.0,7.0,12285.714285714286,4.0,14.058457520888082,495,6.206575926724928
Diyarbakır,1.460.000 TL,Audi,A3,A3 Sedan 30 TDI Design,240.000 km,2019.0,Yarı Otomatik,Dizel,Sedan,Siyah,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,0,0,0,13,1460000,240000.0,2019.0,116.0,1598.0,5.0,48000.0,0.0,14.19394767861579,495,6.206575926724928
Adana,1.875.000 TL,Audi,A3,A3 Sedan 35 TFSI Advanced,59.500 km,2023.0,Otomatik,Benzin,Sedan,Lacivert,Bilinmiyor,Bilinmiyor,Sahibinden,Bilinmiyor,0,0,0,0,13,1875000,59500.0,2023.0,100.0,1499.0,1.0,59500.0,0.0,14.444119750719839,495,6.206575926724928
İstanbul,460.000 TL,Audi,A3,A3 Sportback 1.6 FSI,292.000 km,2007.0,Düz,Benzin,Hatchback/3,Siyah,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı belirtilmemiş,0,0,0,0,13,460000,292000.0,2007.0,115.0,1595.0,17.0,17176.470588235294,0.0,13.038983942375959,495,6.206575926724928
Kastamonu,2.199.000 TL,Audi,A5,A5 Sportback 1.4 TFSI,164.000 km,2017.0,Yarı Otomatik,Benzin,Hatchback/5,Gri (titanyum),Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,0,0,0,0,13,2199000,164000.0,2017.0,150.0,1395.0,7.0,23428.571428571428,0.0,14.603513724288955,495,6.206575926724928
Osmaniye,3.690.000 TL,Audi,A8,4.0 TFSI Quattro,257.000 km,2014.0,Otomatik,Benzin,Sedan,Kahverengi,4WD (Sürekli),Takasa Uygun,Galeriden,Bilinmiyor,5,2,6,0,0,3690000,257000.0,2014.0,435.0,3993.0,10.0,25700.0,14.0,15.121137287019383,495,6.206575926724928
Ankara,1.728.000 TL,Audi,A6,A6 Sedan 2.0 TDI,312.000 km,2015.0,Otomatik,Dizel,Sedan,Siyah,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,12,1,0,0,0,1728000,312000.0,2015.0,188.0,1900.5,9.0,34666.666666666664,1.0,14.362475807049675,495,6.206575926724928
Bursa,1.640.000 TL,Audi,A3,A3 Sportback 35 TFSI Sport,27.750 km,2020.0,Otomatik,Benzin,Hatchback/5,Gri,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1640000,27750.0,2020.0,138.0,1500.5,4.0,6937.5,0.0,14.310207409556293,495,6.206575926724928
İstanbul,2.544.000 TL,Audi,A3,A3 Sedan 35 TFSI S-Line,25.000 km,2023.0,Otomatik,Benzin,Sedan,Kırmızı,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,2544000,25000.0,2023.0,138.0,1500.5,1.0,25000.0,0.0,14.749248596523833,495,6.206575926724928
Antalya,1.410.000 TL,Audi,A3,A3 Sportback 1.6 TDI Sport Line,137.000 km,2017.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1410000,137000.0,2017.0,113.0,1500.5,7.0,19571.428571428572,0.0,14.159100971573958,495,6.206575926724928
İstanbul,825.000 TL,Audi,A4,A4 Sedan 1.8 TFSI,280.000 km,2008.0,Otomatik,Benzin,Sedan,Füme,Önden Çekiş,Takasa Uygun Değil,Galeriden,Bilinmiyor,5,0,8,0,0,825000,280000.0,2008.0,160.0,1798.0,16.0,17500.0,16.0,13.623139877437296,495,6.206575926724928
Gaziantep,1.275.000 TL,Audi,A6,A6 Sedan 2.0 TDI,341.000 km,2012.0,Otomatik,Dizel,Sedan,Siyah,Önden Çekiş,Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,1275000,341000.0,2012.0,177.0,1968.0,12.0,28416.666666666668,0.0,14.058457520888082,495,6.206575926724928
Kayseri,2.245.000 TL,Audi,A5,A5 Sportback 2.0 TDI Quattro Sport,174.000 km,2017.0,Otomatik,Dizel,Hatchback/5,Siyah,4WD (Sürekli),Takasa Uygun,Bilinmiyor,Bilinmiyor,12,1,0,0,0,2245000,174000.0,2017.0,188.0,1900.5,7.0,24857.14285714286,1.0,14.624216524592692,495,6.206575926724928
Antalya,1.040.000 TL,Audi,A3,A3 Sportback 1.6 TDI Ambition,179.000 km,2013.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,10,3,0,0,0,1040000,179000.0,2013.0,113.0,1500.5,11.0,16272.727272727272,3.0,13.854732232655556,495,6.206575926724928
Aydın,1.475.000 TL,Audi,A5,A5 Sportback 2.0 TDI Quattro,250.000 km,2015.0,Otomatik,Dizel,Hatchback/5,Füme,4WD (Sürekli),Takasa Uygun,Bilinmiyor,Bilinmiyor,7,1,5,0,0,1475000,250000.0,2015.0,188.0,1900.5,9.0,27777.777777777777,11.0,14.204169225721929,495,6.206575926724928
Gaziantep,855.000 TL,Audi,TT,2.0 TFSI,250.000 km,2008.0,Otomatik,Benzin,Coupe,Gri,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,0,11,0,2,0,855000,250000.0,2008.0,213.0,1900.5,16.0,15625.0,17.0,13.658857917508856,495,6.206575926724928
İstanbul,1.329.000 TL,Audi,A5,A5 Sportback 2.0 TDI Quattro,196.500 km,2015.0,Otomatik,Dizel,Hatchback/5,Beyaz,4WD (Sürekli),Takasa Uygun,Bilinmiyor,Bilinmiyor,4,0,4,5,0,1329000,196500.0,2015.0,188.0,1900.5,9.0,21833.333333333332,23.0,14.099938090140547,495,6.206575926724928
İstanbul,1.355.000 TL,Audi,A3,A3 Sedan 35 TFSI Dynamic,96.000 km,2020.0,Otomatik,Benzin,Sedan,Füme,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,10,0,2,1,0,1355000,96000.0,2020.0,138.0,1500.5,4.0,24000.0,7.0,14.119312750303045,495,6.206575926724928
Konya,2.225.900 TL,Audi,A6,A6 Sedan 2.0 TFSI Quattro,192.500 km,2017.0,Yarı Otomatik,Benzin,Sedan,Siyah,4WD (Sürekli),Takasa Uygun,Galeriden,tutarı yok,13,0,0,0,0,2225900,192500.0,2017.0,252.0,1984.0,7.0,27500.0,0.0,14.61567233543508,495,6.206575926724928
Ankara,750.000 TL,Audi,A3,A3 Sportback 1.4 TFSI Ambition,232.000 km,2009.0,Otomatik,Benzin,Hatchback/5,Beyaz,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,5,4,2,2,0,750000,232000.0,2009.0,113.0,1300.5,15.0,15466.666666666666,14.0,13.527829818844937,495,6.206575926724928
Bursa,529.000 TL,Audi,A4,A4 Sedan 2.0 TFSI,340.000 km,2005.0,Otomatik,LPG & Benzin,Sedan,Füme,Önden Çekiş,Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,529000,340000.0,2005.0,200.0,1984.0,19.0,17894.736842105263,0.0,13.178745601197818,495,6.206575926724928
Kocaeli,485.000 TL,Audi,A3,A3 Sportback 1.6 FSI,320.000 km,2004.0,Düz,LPG & Benzin,Hatchback/3,Kırmızı,Önden Çekiş,Takasa Uygun,Galeriden,Bilinmiyor,0,0,0,0,13,485000,320000.0,2004.0,115.0,1595.0,20.0,16000.0,0.0,13.091906231773164,495,6.206575926724928
Ankara,3.400.000 TL,Audi,A4,A4 Sedan 45 TFSI Quattro S Line,14.000 km,2023.0,Otomatik,Benzin,Sedan,Mavi,4WD (Sürekli),Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,3400000,14000.0,2023.0,263.0,1900.5,1.0,14000.0,0.0,15.039286283703994,495,6.206575926724928
Karabük,830.000 TL,Audi,A6,A6 Sedan 2.0 TDI,387.000 km,2011.0,Otomatik,Dizel,Sedan,Siyah,Önden Çekiş,Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,830000,387000.0,2011.0,170.0,1968.0,13.0,29769.23076923077,0.0,13.629182184591333,495,6.206575926724928
Kocaeli,1.275.000 TL,Audi,TT,2.0 TFSI,70.000 km,2010.0,Otomatik,Benzin,Roadster,Gri,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,10,0,0,3,0,1275000,70000.0,2010.0,263.0,1900.5,14.0,5000.0,9.0,14.058457520888082,495,6.206575926724928
Adana,1.050.000 TL,Audi,A4,A4 Sedan 2.0 TDI,244.000 km,2012.0,Otomatik,Dizel,Sedan,Beyaz,Önden Çekiş,Takasa Uygun,Galeriden,Bilinmiyor,8,5,0,0,0,1050000,244000.0,2012.0,177.0,1968.0,12.0,20333.333333333332,5.0,13.864301674514206,495,6.206575926724928
İstanbul,799.900 TL,Audi,A4,A4 Sedan 2.0 TDI,350.000 km,2013.0,Otomatik,Dizel,Sedan,Siyah,Önden Çekiş,Takasa Uygun,Galeriden,Bilinmiyor,8,2,3,0,0,799900,350000.0,2013.0,150.0,1968.0,11.0,31818.18181818182,8.0,13.592243248992402,495,6.206575926724928
Gaziantep,1.310.000 TL,Audi,A4,A4 Sedan 1.4 TFSI,252.000 km,2016.0,Otomatik,Benzin,Sedan,Beyaz,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,8,2,1,2,0,1310000,252000.0,2016.0,138.0,1300.5,8.0,31500.0,10.0,14.085538458535822,495,6.206575926724928
Denizli,360.000 TL,Audi,A3,A3 Sportback 1.6 Ambiente,360.000 km,2000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,13,0,0,0,0,360000,360000.0,2000.0,113.0,1500.5,24.0,15000.0,0.0,12.793862088206213,495,6.206575926724928
Kayseri,750.000 TL,Audi,A6,A6 Sedan 3.2 FSI Quattro,337.000 km,2005.0,Otomatik,LPG & Benzin,Sedan,Gri,4WD (Sürekli),Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,750000,337000.0,2005.0,255.0,3123.0,19.0,17736.842105263157,0.0,13.527829818844937,495,6.206575926724928
Sinop,737.500 TL,Audi,A6,A6 Sedan 2.0 TDI,384.000 km,2007.0,Otomatik,Dizel,Sedan,Gri,Önden Çekiş,Takasa Uygun,Galeriden,Bilinmiyor,0,0,0,0,13,737500,384000.0,2007.0,140.0,1968.0,17.0,22588.235294117647,0.0,13.511022723127397,495,6.206575926724928
İstanbul,1.815.000 TL,Audi,A3,A3 Cabrio 1.5 TFSI Sport Line,85.238 km,2017.0,Yarı Otomatik,Benzin,Bilinmiyor,Kırmızı,Önden Çekiş,Takasa Uygun Değil,Galeriden,Bilinmiyor,9,0,0,0,4,1815000,85238.0,2017.0,150.0,1498.0,7.0,12176.857142857143,0.0,14.411596576645124,495,6.206575926724928
Konya,1.600.000 TL,Audi,A6,A6 Sedan 2.0 TDI,300.000 km,2015.0,Yarı Otomatik,Dizel,Sedan,Siyah,Önden Çekiş,Takasa Uygun,Galeriden,Bilinmiyor,0,0,1,0,12,1600000,300000.0,2015.0,190.0,1968.0,9.0,33333.333333333336,2.0,14.285514812209815,495,6.206575926724928
Adana,1.330.000 TL,Audi,A4,A4 Sedan 2.0 TDI Quattro,175.000 km,2013.0,Yarı Otomatik,Dizel,Sedan,Beyaz,4WD (Sürekli),Bilinmiyor,Sahibinden,Bilinmiyor,10,0,1,0,2,1330000,175000.0,2013.0,177.0,1968.0,11.0,15909.09090909091,2.0,14.100690252077353,495,6.206575926724928
İzmir,1.599.900 TL,Audi,A3,A3 Sportback 35 TFSI Sport,93.192 km,2020.0,Yarı Otomatik,Benzin,Hatchback/5,Gri,Bilinmiyor,Takasa Uygun Değil,Galeriden,Bilinmiyor,13,0,0,0,0,1599900,93192.0,2020.0,150.0,1498.0,4.0,23298.0,0.0,14.285452310295673,495,6.206575926724928
Edirne,1.475.000 TL,Audi,A4,A4 Sedan 2.0 TDI Quattro,280.000 km,2013.0,Yarı Otomatik,Dizel,Sedan,Siyah,4WD (Sürekli),Takasa Uygun Değil,Galeriden,17.000,12,0,0,1,0,1475000,280000.0,2013.0,177.0,1968.0,11.0,25454.545454545456,3.0,14.204169225721929,495,6.206575926724928
İstanbul,1.240.000 TL,Audi,A3,A3 Sportback 1.6 TDI Ambiente,94.000 km,2015.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,Bilinmiyor,Sahibinden,8.000,0,0,0,1,12,1240000,94000.0,2015.0,110.0,1598.0,9.0,10444.444444444445,3.0,14.030622744032508,495,6.206575926724928
Adana,545.000 TL,Audi,A3,A3 Sportback 1.6 Sportback Attraction,195.870 km,2010.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Beyaz,Önden Çekiş,Bilinmiyor,Sahibinden,Bilinmiyor,8,0,3,2,0,545000,195870.0,2010.0,102.0,1595.0,14.0,13990.714285714286,12.0,13.208542908506082,495,6.206575926724928
Gaziantep,2.355.000 TL,Audi,A4,A4 Sedan 1.4 TFSI Sport,57.750 km,2016.0,Yarı Otomatik,Benzin,Sedan,Beyaz,Önden Çekiş,Bilinmiyor,Sahibinden,tutarı yok,13,0,0,0,0,2355000,57750.0,2016.0,150.0,1395.0,8.0,7218.75,0.0,14.672051710061016,495,6.206575926724928
İstanbul,345.000 TL,Audi,A4,A4 Sedan 1.8,369.000 km,2000.0,Düz,LPG & Benzin,Sedan,Siyah,Önden Çekiş,Takasa Uygun,Galeriden,5.115,0,0,12,0,1,345000,369000.0,2000.0,125.0,1781.0,24.0,15375.0,24.0,12.75130259456002,495,6.206575926724928
İstanbul,780.000 TL,Audi,A3,A3 Sportback 1.6 TDI Attraction,235.000 km,2013.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,Önden Çekiş,Bilinmiyor,Sahibinden,21.000,4,5,3,1,0,780000,235000.0,2013.0,105.0,1598.0,11.0,21363.636363636364,14.0,13.567050480716235,495,6.206575926724928
İstanbul,3.355.000 TL,Audi,A5,A5 Sportback 40 TDI Quattro Advanced,55.250 km,2023.0,Otomatik,LPG & Benzin,Hatchback/5,Siyah,4WD (Sürekli),Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,3355000,55250.0,2023.0,213.0,1900.5,1.0,55250.0,0.0,15.025962626450468,495,6.206575926724928
Kocaeli,1.774.950 TL,Audi,A6,A6 Sedan 2.0 TDI,270.000 km,2016.0,Yarı Otomatik,Dizel,Sedan,Siyah,Önden Çekiş,Takasa Uygun Değil,Galeriden,Bilinmiyor,0,1,0,1,11,1774950,270000.0,2016.0,190.0,1968.0,8.0,33750.0,4.0,14.389283374876808,495,6.206575926724928
İstanbul,794.000 TL,Audi,A4,A4 Sedan 1.8 TFSI,288.500 km,2010.0,Otomatik,Benzin,Sedan,Siyah,Önden Çekiş,Bilinmiyor,Sahibinden,72.000,0,0,0,0,13,794000,288500.0,2010.0,160.0,1798.0,14.0,20607.14285714286,0.0,13.584839999674324,495,6.206575926724928
Ankara,1.215.000 TL,Audi,A3,A3 Sedan 1.6 TDI Dynamic,115.000 km,2016.0,Yarı Otomatik,Dizel,Sedan,Siyah,Önden Çekiş,Takasa Uygun Değil,Sahibinden,55.000,10,1,2,0,0,1215000,115000.0,2016.0,110.0,1598.0,8.0,14375.0,5.0,14.010255457801716,495,6.206575926724928
İstanbul,2.295.000 TL,Audi,A7,3.0 TDI,136.000 km,2012.0,Otomatik,Dizel,Coupe,Siyah,4WD (Sürekli),Takasa Uygun,Bilinmiyor,Bilinmiyor,3,0,9,1,0,2295000,136000.0,2012.0,238.0,2750.5,12.0,11333.333333333334,21.0,14.646243837206535,495,6.206575926724928
Osmaniye,1.099.000 TL,Audi,A3,A3 Sportback 1.6 TDI Attraction,175.000 km,2016.0,Otomatik,Dizel,Hatchback/5,Beyaz,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1099000,175000.0,2016.0,113.0,1500.5,8.0,21875.0,0.0,13.909912143303451,495,6.206575926724928
Mersin,880.000 TL,Audi,A3,A3 Sportback 1.4 TFSI Attraction,146.500 km,2012.0,Otomatik,Benzin,Hatchback/5,Siyah,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,13,0,0,0,0,880000,146500.0,2012.0,113.0,1300.5,12.0,12208.333333333334,0.0,13.68767832281738,495,6.206575926724928
Gaziantep,1.400.000 TL,Audi,A3,A3 Sedan 1.6 TDI Design Line,132.000 km,2018.0,Otomatik,Dizel,Sedan,Beyaz,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1400000,132000.0,2018.0,113.0,1500.5,6.0,22000.0,0.0,14.151983508870947,495,6.206575926724928
Ankara,1.165.000 TL,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,142.250 km,2017.0,Otomatik,Benzin,Hatchback/5,Kırmızı,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1165000,142250.0,2017.0,113.0,1200.0,7.0,20321.428571428572,0.0,13.968232503350668,495,6.206575926724928
Adana,1.550.000 TL,Audi,A3,A3 Sedan 35 TFSI Dynamic,99.000 km,2020.0,Otomatik,Benzin,Sedan,Siyah,Önden Çekiş,Takasa Uygun Değil,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1550000,99000.0,2020.0,138.0,1500.5,4.0,24750.0,0.0,14.253766134056512,495,6.206575926724928
Ankara,710.000 TL,Audi,A6,A6 Sedan 3.0 TDI Quattro,305.000 km,2007.0,Otomatik,Dizel,Sedan,Siyah,4WD (Sürekli),Takasa Uygun,Galeriden,Bilinmiyor,13,0,0,0,0,710000,305000.0,2007.0,233.0,2967.0,17.0,17941.176470588234,0.0,13.47302165746721,495,6.206575926724928
İzmir,965.000 TL,Audi,A4,A4 Sedan 2.0 TDI,245.000 km,2012.0,Otomatik,Dizel,Sedan,Beyaz,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,12,1,0,0,0,965000,245000.0,2012.0,138.0,1900.5,12.0,20416.666666666668,1.0,13.779884416590017,495,6.206575926724928
İstanbul,1.195.000 TL,Audi,A3,A3 Sedan 1.6 TDI Dynamic,160.000 km,2017.0,Otomatik,Dizel,Sedan,Mavi,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,11,0,1,1,0,1195000,160000.0,2017.0,113.0,1500.5,7.0,22857.14285714286,5.0,13.993657580167481,495,6.206575926724928
İstanbul,1.165.000 TL,Audi,A3,A3 Sportback 1.6 TDI Ambition,150.000 km,2014.0,Otomatik,Dizel,Hatchback/5,Mavi,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,6,4,3,0,0,1165000,150000.0,2014.0,113.0,1500.5,10.0,15000.0,10.0,13.968232503350668,495,6.206575926724928
Ankara,1.938.750 TL,Audi,A3,A3 Sedan 35 TFSI Advanced,74.000 km,2022.0,Otomatik,LPG & Benzin,Sedan,Siyah,Önden Çekiş,Bilinmiyor,Bilinmiyor,Bilinmiyor,13,0,0,0,0,1938750,74000.0,2022.0,138.0,1500.5,2.0,37000.0,0.0,14.477554509269012,495,6.206575926724928
Antalya,2.950.000 TL,Audi,A5,A5 Sportback 40 TDI Quattro S Line,139.000 km,2020.0,Otomatik,Dizel,Hatchback/5,Gri,4WD (Sürekli),Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,2950000,139000.0,2020.0,213.0,1900.5,4.0,34750.0,0.0,14.897316067298997,495,6.206575926724928
İstanbul,4.990.000 TL,Audi,A6,A6 Sedan 40 TDI Quattro S Line,38.000 km,2023.0,Otomatik,Dizel,Sedan,Siyah,4WD (Sürekli),Takasa Uygun,Bilinmiyor,Bilinmiyor,13,0,0,0,0,4990000,38000.0,2023.0,213.0,1900.5,1.0,38000.0,0.0,15.422946668128484,495,6.206575926724928
Gaziantep,1.375.000 TL,Audi,A4,A4 Sedan 2.0 TDI,212.000 km,2015.0,Otomatik,Dizel,Sedan,Beyaz,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,11,0,2,0,0,1375000,212000.0,2015.0,138.0,1900.5,9.0,23555.555555555555,4.0,14.13396501635527,495,6.206575926724928
Gaziantep,1.170.000 TL,Audi,A4,A4 Sedan 2.0 TDI,174.500 km,2012.0,Otomatik,Dizel,Sedan,Beyaz,Önden Çekiş,Takasa Uygun Değil,Galeriden,Bilinmiyor,10,3,0,0,0,1170000,174500.0,2012.0,177.0,1968.0,12.0,14541.666666666666,3.0,13.972515161474428,495,6.206575926724928
Ordu,2.450.000 TL,Audi,A7,2.0 TFSI,235.000 km,2016.0,Otomatik,Benzin,Coupe,Mavi,4WD (Sürekli),Takasa Uygun,Bilinmiyor,Bilinmiyor,9,3,1,0,0,2450000,235000.0,2016.0,263.0,1900.5,8.0,29375.0,5.0,14.711598990684092,495,6.206575926724928
Kütahya,695.000 TL,Audi,A4,A4 Sedan 1.6,205.000 km,2007.0,Düz,LPG & Benzin,Sedan,Gri,Önden Çekiş,Takasa Uygun Değil,Galeriden,Bilinmiyor,13,0,0,0,0,695000,205000.0,2007.0,102.0,1595.0,17.0,12058.823529411764,0.0,13.451668563394815,495,6.206575926724928
Bursa,825.000 TL,Audi,A3,A3 Sportback 1.4 TFSI Attraction,110.000 km,2010.0,Otomatik,Benzin,Hatchback/5,Siyah,Önden Çekiş,Takasa Uygun,Bilinmiyor,Bilinmiyor,9,2,2,0,0,825000,110000.0,2010.0,113.0,1300.5,14.0,7857.142857142857,6.0,13.623139877437296,495,6.206575926724928
